,year,number,released,item_library_URL,standard_map_URL,type,reporting category,standard,item description,pts,school%,state%,school_state_diff,Reporting Category,Standard Description
0,2019,1,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%208&view=ALL&itemUIN=MA253802,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.EE.A.4,SA,NSEE,8.EE.A.4,Convert a number given in scientific notation to a number in standard notation.,1,53,68,-15,Expressions and Equations,"Perform operations with numbers expressed in scientific notation, including problems where both
decimal and scientific notation are used. Use scientific notation and choose units of appropriate size for
measurements of very large or very small quantities (e.g., use millimeters per year for seafloor
spreading). Interpret scientific notation that has been generated by technology."
1,2019,2,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%208&view=ALL&itemUIN=MA301471,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.NS.A.2,SR,NSEE,8.NS.A.2,Identify a point on a number line that corresponds to the approximate location of an irrational number.,1,51,62,-11,The Number System,"Use rational approximations of irrational numbers to compare the size of irrational numbers, locate them approximately on a number line diagram, and estimate the value of expressions (e.g., pi^2 ). For example, by truncating the decimal expansion of show that is between 1 and 2, then between 1.4 and 1.5, and explain how to continue on to get better approximations."
2,2019,3,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%208&view=ALL&itemUIN=MA296084,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.EE.A.1,SR,NSEE,8.EE.A.1,Use the properties of integer exponents to determine an expression equivalent to a given expression.,1,71,63,8,Expressions and Equations,"Know and apply the properties of integer exponents to generate equivalent numerical expressions. For example, 32  3 −5 = 3−3 = 1 ∕3 3 = 1 ∕27"
3,2019,4,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%208&view=ALL&itemUIN=MA297524,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.EE.C.7,SR,NSEE,8.EE.C.7,Determine the solution to a linear equation by using the distributive property.,1,53,47,6,Expressions and Equations,Solve linear equations in one variable.
4,2019,5,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%208&view=ALL&itemUIN=MA704872840,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.F.A.2,CR,FN,8.F.A.2,"Compare properties of two different functions, representing real-world contexts, graphically and verbally; write equations that represent functions.",4,72,65,7,Functions,"Compare properties of two functions each represented in a different way (algebraically, graphically, numerically in tables, or by verbal descriptions). For example, given a linear function represented by a table of values and a linear function represented by an algebraic expression, determine which function has the greater rate of change."
5,2019,6,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%208&view=ALL&itemUIN=MA301472,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.NS.A.2,SR,NSEE,8.NS.A.2,Determine the location of an irrational number between two rational numbers on a number line.,1,60,60,0,The Number System,"Use rational approximations of irrational numbers to compare the size of irrational numbers, locate them approximately on a number line diagram, and estimate the value of expressions (e.g., pi^2 ). For example, by truncating the decimal expansion of show that is between 1 and 2, then between 1.4 and 1.5, and explain how to continue on to get better approximations."
6,2019,7,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%208&view=ALL&itemUIN=MA311423,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.EE.A.3,SR,NSEE,8.EE.A.3,Determine how many times greater one number is than another when both are expressed as single digits multiplied by integer powers of ten.,1,44,44,0,Expressions and Equations,"Use numbers expressed in the form of a single digit multiplied by an integer power of 10 to estimate very large or very small quantities, and express how many times as much one is than the other. For example, estimate the population of the United States as 3 X 10^8 and the population of the world as 7 X 10^9 , and determine that the world population is more than 20 times larger."
7,2019,8,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%208&view=ALL&itemUIN=MA307398,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.EE.A.1,SA,NSEE,8.EE.A.1,Apply the properties of integer exponents to simplify a given expression.,1,24,23,1,Expressions and Equations,"Know and apply the properties of integer exponents to generate equivalent numerical expressions. For example, 32  3 −5 = 3−3 = 1 ∕3 3 = 1 ∕27"
8,2019,9,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%208&view=ALL&itemUIN=MA289831,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.EE.C.7,SR,NSEE,8.EE.C.7,Solve a pair of linear equations expressed as verbal descriptions.,1,78,70,8,Expressions and Equations,Solve linear equations in one variable.
9,2019,10,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%208&view=ALL&itemUIN=MA253756,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.G.A.5,SR,GE,8.G.A.5,Determine the measure of an unknown angle in a figure containing two parallel lines cut by a transversal.,1,73,79,-6,Geometry,"Use informal arguments to establish facts about the angle sum and exterior angle of triangles, about the angles created when parallel lines are cut by a transversal, and the angle-angle criterion for similarity of triangles. For example, arrange three copies of the same triangle so that the sum of the three angles appears to form a line, and give an argument in terms of transversals why this is so."
10,2019,11,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%208&view=ALL&itemUIN=MA715919824,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.G.B.7,SA,GE,8.G.B.7,Choose side lengths to create a right triangle.,1,66,67,-1,Geometry,Apply the Pythagorean Theorem to determine unknown side lengths in right triangles in real-world and mathematical problems in two and three dimensions.
11,2019,12,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%208&view=ALL&itemUIN=MA287552,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.G.A.3,SR,GE,8.G.A.3,Determine the coordinates of the image of a vertex of a polygon after the polygon has been reflected over the x-axis.,1,84,83,1,Geometry,"Describe the effects of dilations, translations, rotations, and reflections on two-dimensional figures using coordinates."
12,2019,13,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%208&view=ALL&itemUIN=MA715919810,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.G.A.5,SA,GE,8.G.A.5,"Given parallel lines cut by a transversal, select all angles that must be congruent to one of the angles.",1,77,72,5,Geometry,"Use informal arguments to establish facts about the angle sum and exterior angle of triangles, about the angles created when parallel lines are cut by a transversal, and the angle-angle criterion for similarity of triangles. For example, arrange three copies of the same triangle so that the sum of the three angles appears to form a line, and give an argument in terms of transversals why this is so."
13,2019,14,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%208&view=ALL&itemUIN=MA715919577,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.EE.B.5,SR,NSEE,8.EE.B.5,"Interpret and compare proportional relationships on a graph, and identify an equation to represent the relationship.",1,51,55,-4,Expressions and Equations,". Graph proportional relationships, interpreting the unit rate as the slope of the graph. Compare two different proportional relationships represented in different ways. For example, compare a distance-time graph to a distance-time equation to determine which of two moving objects has greater speed."
14,2019,15,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%208&view=ALL&itemUIN=MA301680,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.SP.A.4,CR,SP,8.SP.A.4,Interpret a two-way table to answer statistical questions about categorical data collected from the same subjects.,4,37,39,-2,Statistics and Probability,"Understand that patterns of association can also be seen in bivariate categorical data by displaying frequencies and relative frequencies in a two-way table. Construct and interpret a two-way table summarizing data on two categorical variables collected from the same subjects. Use relative frequencies calculated for rows or columns to describe possible association between the two variables. For example, collect data from students in your class on whether or not they have a curfew on school nights and whether or not they have assigned chores at home. Is there evidence that those who have a curfew also tend to have chores?"
15,2019,16,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%208&view=ALL&itemUIN=MA704836757,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.G.A.3,SA,GE,8.G.A.3,Transform a two-dimensional figure on a coordinate plane.,1,67,70,-3,Geometry,"Describe the effects of dilations, translations, rotations, and reflections on two-dimensional figures using coordinates."
16,2019,17,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%208&view=ALL&itemUIN=MA297660,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.G.C.9,SR,GE,8.G.C.9,Determine the volume of a sphere.,1,52,57,-5,Geometry,"Know the formulas for the volumes of cones, cylinders, and spheres, and use them to solve real-world and mathematical problems."
17,2019,18,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%208&view=ALL&itemUIN=MA704848184,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.F.B.5,SR,FN,8.F.B.5,Analyze a graph of a functional relationship to determine if different statements are true; then select another graph that exhibits a different qualitative feature of the functional relationship.,2,26,32,-6,Functions,"Describe qualitatively the functional relationship between two quantities by analyzing a graph (e.g., where the function is increasing or decreasing, linear or nonlinear). Sketch a graph that exhibits the qualitative features of a function that has been described verbally."
18,2019,19,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%208&view=ALL&itemUIN=MA307542,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.G.B.8,SR,GE,8.G.B.8,Determine the length of a side of a right triangle graphed on the coordinate plane by using the Pythagorean Theorem.,1,24,38,-14,Geometry,Apply the Pythagorean Theorem to find the distance between two points in a coordinate system.
19,2019,20,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%208&view=ALL&itemUIN=MA275024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.G.A.4,SR,GE,8.G.A.4,Determine which measurements belong to a triangle similar to a given triangle.,1,67,58,9,Geometry,"Understand that a two-dimensional figure is similar to another if the second can be obtained from the
first by a sequence of rotations, reflections, translations, and dilations. Given two similar twodimensional figures, describe a sequence that exhibits the similarity between them."
20,2019,21,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.SP.A.1,SR,SP,8.SP.A.1,Determine which scatter plot matches a given description that includes information about linearity and direction of correlation.,1,86,88,-2,Statistics and Probability,"Construct and interpret scatter plots for bivariate measurement data to investigate patterns of association between two quantities. Describe patterns such as clustering, outliers, positive or negative association, linear association, and nonlinear association."
21,2019,22,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.EE.A.1,SR,NSEE,8.EE.A.1,Determine which expression with an exponent is equivalent to a given expression featuring multiplication of two numbers with the same base but different exponents.,1,63,59,4,Expressions and Equations,"Know and apply the properties of integer exponents to generate equivalent numerical expressions. For example, 32  3 −5 = 3−3 = 1 ∕3 3 = 1 ∕27"
22,2019,23,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.NS.A.2,SR,NSEE,8.NS.A.2,Determine between which pair of integers a square root of a given number lies.,1,53,71,-18,The Number System,"Use rational approximations of irrational numbers to compare the size of irrational numbers, locate them approximately on a number line diagram, and estimate the value of expressions (e.g., pi^2 ). For example, by truncating the decimal expansion of show that is between 1 and 2, then between 1.4 and 1.5, and explain how to continue on to get better approximations."
23,2019,24,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.EE.C.8,CR,NSEE,8.EE.C.8,"Given the graph of a system of linear equations, solve the system, write the equation of a graphed line, and determine whether a third line passing through two given points will intersect the line.",4,54,49,5,Expressions and Equations,Analyze and solve pairs of simultaneous linear equations.
24,2019,25,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.NS.A.1,SA,NSEE,8.NS.A.1,Convert a fraction to a decimal.,1,49,30,19,The Number System,"Know that numbers that are not rational are called irrational. Understand informally that every number
has a decimal expansion. For rational numbers show that the decimal expansion repeats eventually, and
convert a decimal expansion which repeats eventually into a rational number."
25,2019,26,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.EE.A.1,SA,NSEE,8.EE.A.1,Apply the properties of integer exponents to generate an equivalent expression when one exponent is positive and the other exponent is negative.,1,67,60,7,Expressions and Equations,"Know and apply the properties of integer exponents to generate equivalent numerical expressions. For example, 32  3 −5 = 3−3 = 1 ∕3 3 = 1 ∕27"
26,2019,27,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.F.B.4,SR,FN,8.F.B.4,"Determine the rate of change from a verbal description of a proportional relationship, and use that rate of change to solve a real-world problem.",1,43,55,-12,Functions,"Construct a function to model a linear relationship between two quantities. Determine the rate of change and initial value of the function from a description of a relationship or from two (x, y) values, including reading these from a table or from a graph. Interpret the rate of change and initial value of a linear function in terms of the situation it models, and in terms of its graph or a table of values."
27,2019,28,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.EE.A.1,SR,NSEE,8.EE.A.1,Use the properties of integer exponents to determine an expression equivalent to a given expression.,1,52,40,12,Expressions and Equations,"Know and apply the properties of integer exponents to generate equivalent numerical expressions. For example, 32  3 −5 = 3−3 = 1 ∕3 3 = 1 ∕27"
28,2019,29,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.EE.B.5,SA,NSEE,8.EE.B.5,Graph a real-world proportional relationship and identify an equation to represent a related relationship.,2,76,74,2,Expressions and Equations,". Graph proportional relationships, interpreting the unit rate as the slope of the graph. Compare two different proportional relationships represented in different ways. For example, compare a distance-time graph to a distance-time equation to determine which of two moving objects has greater speed."
29,2019,30,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.F.B.5,SA,FN,8.F.B.5,Analyze a graph where a function is increasing and decreasing.,1,27,38,-11,Functions,"Describe qualitatively the functional relationship between two quantities by analyzing a graph (e.g., where the function is increasing or decreasing, linear or nonlinear). Sketch a graph that exhibits the qualitative features of a function that has been described verbally."
30,2019,31,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.EE.A.3,SA,NSEE,8.EE.A.3,"Given two quantities, each expressed as a single digit multiplied by an integer power of ten, determine how many times as much one quantity is than the other.",1,40,44,-4,Expressions and Equations,"Use numbers expressed in the form of a single digit multiplied by an integer power of 10 to estimate very large or very small quantities, and express how many times as much one is than the other. For example, estimate the population of the United States as 3 X 10^8 and the population of the world as 7 X 10^9 , and determine that the world population is more than 20 times larger."
31,2019,32,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.SP.A.3,SR,SP,8.SP.A.3,Interpret the meaning of the slope in a linear equation.,1,46,48,-2,Statistics and Probability,"Use the equation of a linear model to solve problems in the context of bivariate measurement data, interpreting the slope and intercept. For example, in a linear model for a biology experiment, interpret a slope of 1.5 cm/hr as meaning that an additional hour of sunlight each day is associated with an additional 1.5 cm in mature plant height."
32,2019,33,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.G.A.3,SR,GE,8.G.A.3,Determine the coordinates of the image of a vertex of a polygon after the polygon has been reflected over the y-axis.,1,79,73,6,Geometry,"Describe the effects of dilations, translations, rotations, and reflections on two-dimensional figures using coordinates."
33,2019,34,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.F.A.2,SR,FN,8.F.A.2,Compare properties of two functions represented algebraically and in a table and interpret each function's rate of change and initial value.,1,69,68,1,Functions,"Compare properties of two functions each represented in a different way (algebraically, graphically, numerically in tables, or by verbal descriptions). For example, given a linear function represented by a table of values and a linear function represented by an algebraic expression, determine which function has the greater rate of change."
34,2019,35,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.G.A.1,CR,GE,8.G.A.1,"Given a polygon and its image after a transformation, verify congruence by analyzing properties of both; describe a series of transformations that would result in the same image of the polygon.",4,48,47,1,Geometry,"Verify experimentally the properties of rotations, reflections, and translations:"
35,2019,36,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.F.B.4,SR,FN,8.F.B.4,Determine which graph has a given slope.,1,70,72,-2,Functions,"Construct a function to model a linear relationship between two quantities. Determine the rate of change and initial value of the function from a description of a relationship or from two (x, y) values, including reading these from a table or from a graph. Interpret the rate of change and initial value of a linear function in terms of the situation it models, and in terms of its graph or a table of values."
36,2019,37,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.G.B.7,SR,GE,8.G.B.7,Use the Pythagorean Theorem to solve a problem with real-world context.,1,53,65,-12,Geometry,Apply the Pythagorean Theorem to determine unknown side lengths in right triangles in real-world and mathematical problems in two and three dimensions.
37,2019,38,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.G.A.2,SA,GE,8.G.A.2,Determine the measure of an unknown angle in a figure by using facts about similarity.,1,38,41,-3,Geometry,"Understand that a two-dimensional figure is congruent to another if the second can be obtained from the first by a sequence of rotations, reflections, and translations. Given two congruent figures, describe a sequence that exhibits the congruence between them."
38,2019,39,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.F.A.1,SR,FN,8.F.A.1,Identify y as a function of x from given input/output tables.,1,16,35,-19,Functions,"Understand that a function is a rule that assigns to each input exactly one output. The graph of a
function is the set of ordered pairs consisting of an input and the corresponding output."
39,2019,40,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.G.A.5,SR,GE,8.G.A.5,Determine which angles are congruent when two parallel lines are intersected by a transversal.,1,76,79,-3,Geometry,"Use informal arguments to establish facts about the angle sum and exterior angle of triangles, about the angles created when parallel lines are cut by a transversal, and the angle-angle criterion for similarity of triangles. For example, arrange three copies of the same triangle so that the sum of the three angles appears to form a line, and give an argument in terms of transversals why this is so."
40,2021,1,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%208&view=ALL&itemUIN=MA307603,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.EE.A.2,SR,NSEE,8.EE.A.2,Determine the cube root of a given number.,1,65,72,-7,Expressions and Equations,"Use square root and cube root symbols to represent solutions to equations of the form x^2 = p and x^3 = p, where p is a positive rational number. Evaluate square roots of small perfect squares and cube roots of small perfect cubes. Know that sqrt(2) is irrational."
41,2021,2,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%208&view=ALL&itemUIN=MA311403,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.F.A.2,SA,FN,8.F.A.2,"Compare the initial values of two linear functions, one defined in text and the other in a table.",1,49,32,17,Functions,"Compare properties of two functions each represented in a different way (algebraically, graphically, numerically in tables, or by verbal descriptions). For example, given a linear function represented by a table of values and a linear function represented by an algebraic expression, determine which function has the greater rate of change."
